,0,1,2,3,4,5,mid
7276,cartoon,5,siliconvalley,4,chalermkrung,3,1718583
7277,cartoon,35,supachalasai,14,tvshow,14,182139
7278,social,78,isolate,62,silom,25,2041809
7279,cartoon,10,isolate,7,0,0,3077041
7280,tvshow,40,social,2,siam,2,2917866
7281,silom,10,home,5,jatujak,5,2038270
7282,beauty,57,home,12,wahkor,12,1711375
7283,religious,121,horoscope,18,siam,11,2436000
7284,camera,39,blueplanet,16,gallery,6,208104
7285,korea,98,isolate,12,chalermkrung,4,461716
7286,chalermkrung,5,isolate,5,blueplanet,4,314300
7287,supachalasai,68,korea,6,sinthorn,6,749081
7288,blueplanet,46,ratchada,23,sinthorn,21,215503
7289,blueplanet,71,food,21,klaibann,18,1841143
7290,supachalasai,14,0,0,0,0,3775493
7291,silom,90,sinthorn,78,tvshow,42,18557
7292,korea,37,isolate,5,cartoon,4,2885307
7293,tvshow,75,wahkor,26,region,25,899275
7294,siliconvalley,54,wahkor,49,home,28,269120
7295,supachalasai,39,tvshow,32,wahkor,31,124953
7296,korea,52,tvshow,6,siam,2,4349001
7297,food,65,home,44,sinthorn,28,751977
7298,cartoon,17,chalermthai,7,tvshow,6,2277646
7299,food,20,silom,12,lumpini,12,4609568
7300,supachalasai,25,wahkor,7,ratchada,5,4348123
7301,korea,27,tvshow,17,chalermthai,1,2267122
7302,silom,15,tvshow,10,siliconvalley,6,894249
7303,sinthorn,17,siam,10,beauty,6,768302
7304,siam,33,lumpini,9,bangrak,7,769034
7305,korea,42,beauty,6,chalermkrung,2,257240
7306,supachalasai,22,wahkor,6,lumpini,3,321781
7307,supachalasai,15,chalermthai,3,siliconvalley,2,769754
7308,tvshow,13,supachalasai,12,home,5,506104
7309,korea,22,pantip,5,home,2,1742032
7310,ratchada,72,food,66,social,15,771097
7311,mbk,28,siliconvalley,5,social,4,3609077
7312,siliconvalley,32,isolate,12,chalermkrung,6,505192
7313,siam,20,bangrak,10,siliconvalley,10,4643069
7314,social,101,home,58,blueplanet,43,773745
7315,tvshow,26,social,6,region,5,506972
7316,library,32,siam,28,tvshow,27,2885194
7317,home,26,family,23,social,14,3752811
7318,supachalasai,48,tvshow,35,chalermthai,25,124741
7319,wahkor,38,tvshow,32,region,29,1837839
7320,korea,140,isolate,9,siliconvalley,5,510630
7321,art,18,pantip,13,supachalasai,7,510570
7322,sinthorn,28,silom,6,lumpini,4,760016
7323,wahkor,8,library,6,blueplanet,3,509872
7324,supachalasai,96,tvshow,12,chalermthai,7,321867
7325,supachalasai,62,siam,1,family,1,507747
7326,social,109,tvshow,89,blueplanet,59,896119
7327,korea,115,tvshow,1,0,0,3746129
7328,tvshow,17,siliconvalley,5,supachalasai,2,314791
7329,supachalasai,36,ratchada,19,social,7,764582
7330,tvshow,114,social,12,beauty,10,894761
7331,cartoon,15,chalermthai,3,0,0,758894
7332,ratchada,28,social,18,silom,11,525059
7333,silom,30,wahkor,21,social,20,524789
7334,tvshow,59,social,32,ratchada,30,73315
7335,bangrak,7,siam,6,social,2,911604
7336,silom,18,social,12,sinthorn,10,188825
7337,supachalasai,134,library,42,social,39,4424332
7338,supachalasai,74,tvshow,57,chalermthai,3,3820552
7339,sinthorn,25,home,18,ratchada,12,271829
7340,chalermthai,53,cartoon,26,supachalasai,11,116730
7341,sinthorn,24,home,22,blueplanet,6,58510
7342,supachalasai,17,pantip,16,bangrak,15,728893
7343,blueplanet,57,region,21,home,11,459101
7344,blueplanet,10,siam,8,library,7,3839450
7345,supachalasai,61,tvshow,5,lumpini,1,719881
7346,isolate,75,chalermkrung,16,wahkor,2,4426954
7347,sinthorn,11,tvshow,10,lumpini,8,4426467
7348,home,30,sinthorn,16,tvshow,10,255724
7349,home,27,ratchada,18,sinthorn,12,4328
7350,korea,33,tvshow,1,chalermkrung,1,2810742
7351,cartoon,72,chalermthai,40,social,37,2572791
7352,tvshow,11,cartoon,9,isolate,8,916275
7353,writer,37,library,30,theoldsiam,23,525595
7354,cartoon,10,mbk,7,chalermthai,6,1728712
7355,korea,12,chalermkrung,1,0,0,4425789
7356,bangrak,19,siam,13,blueplanet,3,729363
7357,sinthorn,21,food,15,silom,10,126395
7358,korea,30,jatujak,14,food,10,516574
7359,siam,33,blueplanet,27,family,23,3797488
7360,korea,55,food,14,beauty,13,2561889
7361,tvshow,24,beauty,1,korea,1,4636628
7362,korea,25,chalermkrung,1,0,0,741726
7363,ratchada,116,social,59,blueplanet,39,741924
7364,home,49,gadget,20,food,13,743220
7365,sinthorn,262,tvshow,16,social,13,516872
7366,wahkor,46,food,44,social,40,126362
7367,bangrak,29,siam,25,isolate,4,1825918
7368,cartoon,42,siam,22,library,21,2211199
7369,sinthorn,21,siam,10,social,9,902387
7370,social,15,tvshow,13,bangrak,13,125447
7371,religious,31,library,6,wahkor,3,3784803
7372,blueplanet,49,klaibann,12,social,10,518703
7373,siam,43,bangrak,28,family,17,4643538
7374,home,13,greenzone,8,social,8,731322
7375,tvshow,56,wahkor,53,region,43,733949
7376,sinthorn,48,social,13,silom,13,312599
7377,tvshow,41,silom,18,social,16,459557
7378,supachalasai,28,sinthorn,23,social,7,520155
7379,korea,45,tvshow,23,isolate,15,735515
7380,sinthorn,48,bangrak,33,siam,29,737356
7381,tvshow,24,food,20,beauty,17,312908
7382,tvshow,25,supachalasai,16,social,2,904800
7383,isolate,194,chalermkrung,56,silom,22,781381
7384,korea,76,tvshow,22,social,22,503836
7385,horoscope,60,bangrak,5,tvshow,3,3680299
7386,isolate,63,chalermkrung,10,ratchada,3,833567
7387,family,29,wahkor,19,mbk,16,483387
7388,silom,15,bangrak,14,ratchada,12,828739
7389,blueplanet,105,klaibann,41,sinthorn,21,483185
7390,camera,31,ratchada,19,wahkor,13,121268
7391,tvshow,120,pantip,2,region,1,841092
7392,tvshow,54,wahkor,43,region,43,318984
7393,horoscope,13,beauty,6,chalermthai,4,2538480
7394,chalermkrung,13,tvshow,11,library,9,204137
7395,blueplanet,10,social,8,bangrak,6,2848266
7396,korea,43,chalermkrung,6,tvshow,3,469593
7397,korea,83,chalermkrung,2,beauty,1,4377798
7398,sinthorn,33,social,16,wahkor,3,4379704
7399,tvshow,29,chalermthai,24,isolate,3,824830
7400,tvshow,16,klaibann,14,library,5,825516
7401,beauty,29,siam,6,bangrak,4,826165
7402,tvshow,90,blueplanet,10,library,6,162275
7403,korea,15,sinthorn,15,wahkor,13,1753581
7404,supachalasai,33,mbk,6,library,6,187797
7405,tvshow,51,bangrak,18,home,10,3627443
7406,tvshow,83,social,14,food,4,3627469
7407,supachalasai,129,blueplanet,43,gallery,4,476591
7408,korea,47,supachalasai,12,chalermkrung,4,476304
7409,korea,31,isolate,8,chalermkrung,4,858247
7410,cartoon,16,mbk,4,siliconvalley,4,163594
7411,supachalasai,69,bangrak,63,siam,41,4401973
7412,horoscope,35,bangrak,9,siam,8,3643005
7413,tvshow,55,food,4,chalermthai,3,163384
7414,supachalasai,24,wahkor,14,ratchada,12,86258
7415,korea,27,cartoon,25,tvshow,24,867735
7416,lumpini,28,beauty,28,tvshow,21,1759971
7417,sinthorn,32,social,12,tvshow,9,472043
7418,korea,77,tvshow,9,region,7,866285
7419,beauty,14,cartoon,13,art,12,2251912
7420,korea,115,wahkor,20,library,12,844967
7421,korea,104,blueplanet,11,food,10,319200
7422,korea,91,isolate,17,tvshow,7,845719
7423,mbk,14,rajdumnern,2,social,2,2867132
7424,chalermkrung,22,food,16,tvshow,16,471153
7425,sinthorn,94,social,5,silom,2,478966
7426,blueplanet,58,beauty,24,food,23,868439
7427,cartoon,15,supachalasai,7,food,4,852450
7428,tvshow,67,region,26,wahkor,22,852773
7429,sinthorn,81,tvshow,75,beauty,61,321039
7430,korea,32,chalermkrung,13,tvshow,10,3624359
7431,korea,83,tvshow,67,chalermkrung,6,498252
7432,tvshow,103,wahkor,97,korea,62,3612949
7433,sinthorn,38,bangrak,7,chalermthai,7,790136
7434,cartoon,30,siam,5,bangrak,5,4367221
7435,mbk,24,supachalasai,16,siliconvalley,15,497990
7436,supachalasai,14,ratchada,8,lumpini,8,466128
7437,cartoon,23,food,22,lumpini,16,466140
7438,tvshow,75,wahkor,36,home,29,498663
7439,blueplanet,19,supachalasai,15,klaibann,5,496618
7440,sinthorn,64,horoscope,61,food,57,2874835
7441,tvshow,16,isolate,3,0,0,796007
7442,korea,76,chalermkrung,14,isolate,4,797484
7443,ratchada,50,food,22,wahkor,19,798989
7444,korea,16,siliconvalley,10,isolate,6,4364906
7445,tvshow,73,pantip,9,social,4,4375633
7446,tvshow,17,siam,12,chalermthai,11,4362223
7447,tvshow,14,food,13,region,8,4362682
7448,tvshow,21,silom,11,beauty,9,865525
7449,region,33,blueplanet,26,ratchada,8,890688
7450,supachalasai,22,tvshow,11,isolate,5,3723565
7451,sinthorn,10,blueplanet,1,bangrak,1,265642
7452,sinthorn,101,social,6,silom,5,465758
7453,mbk,67,sinthorn,49,ratchada,18,216454
7454,ratchada,24,blueplanet,12,region,5,1815041
7455,isolate,14,chalermkrung,1,0,0,4364494
7456,supachalasai,70,wahkor,15,tvshow,8,52410
7457,supachalasai,106,silom,1,jatujak,1,1745198
7458,tvshow,195,region,66,wahkor,64,465866
7459,tvshow,12,0,0,0,0,888982
7460,korea,113,chalermkrung,6,silom,6,1803458
7461,isolate,86,chalermkrung,19,camera,4,3711313
7462,wahkor,9,horoscope,1,religious,1,4669464
7463,food,37,family,22,blueplanet,16,468871
7464,social,39,wahkor,21,chalermthai,14,2238725
7465,ratchada,117,blueplanet,17,sinthorn,13,493483
7466,korea,85,blueplanet,6,chalermkrung,4,810716
7467,korea,55,cartoon,5,blueplanet,2,799763
7468,tvshow,8,blueplanet,3,rajdumnern,1,816547
7469,korea,70,isolate,16,chalermkrung,5,161838
7470,home,13,sinthorn,12,siliconvalley,2,2239358
7471,tvshow,9,pantip,1,mbk,1,820514
7472,camera,30,isolate,18,chalermkrung,4,164476
7473,tvshow,10,region,6,wahkor,6,719115
7474,siliconvalley,9,library,1,cartoon,1,3618020
7475,tvshow,23,klaibann,19,mbk,13,884438
7476,supachalasai,123,sinthorn,17,tvshow,3,3621087
7477,supachalasai,18,mbk,8,home,4,494773
7478,isolate,19,social,10,chalermthai,8,802631
7479,bangrak,24,siam,16,social,11,802804
7480,tvshow,10,isolate,5,social,4,122710
7481,food,38,tvshow,26,beauty,15,122672
7482,blueplanet,49,korea,29,tvshow,21,264044
7483,food,103,social,10,lumpini,10,881554
7484,tvshow,56,supachalasai,32,korea,29,258263
7485,siliconvalley,15,chalermthai,13,sinthorn,6,468103
7486,supachalasai,28,food,6,tvshow,3,127660
7487,tvshow,20,chalermthai,8,korea,3,675267
7488,tvshow,7,silom,4,social,3,3853365
7489,isolate,51,supachalasai,32,chalermkrung,6,290038
7490,korea,61,chalermkrung,2,beauty,2,1998723
7491,tvshow,40,silom,30,social,24,636621
7492,tvshow,85,blueplanet,55,food,30,636445
7493,tvshow,67,beauty,3,pantip,2,2002338
7494,horoscope,18,bangrak,13,siam,6,635874
7495,wahkor,13,ratchada,5,siam,5,639180
7496,cartoon,25,beauty,16,siam,10,2721275
7497,mbk,21,blueplanet,14,home,6,1992732
7498,supachalasai,24,tvshow,3,isolate,2,4051878
7499,tvshow,72,region,20,wahkor,17,142481
7500,rajdumnern,17,0,0,0,0,4625529
7501,korea,33,tvshow,6,library,4,635531
7502,horoscope,30,korea,14,bangrak,6,78693
7503,supachalasai,54,wahkor,42,library,17,2016849
7504,home,34,sinthorn,17,gadget,7,4065217
7505,tvshow,95,beauty,6,social,3,4066075
7506,chalermkrung,20,wahkor,3,chalermthai,2,4059041
7507,korea,62,chalermkrung,3,tvshow,2,4071059
7508,social,86,silom,37,sinthorn,32,629682
7509,sinthorn,62,supachalasai,46,social,16,300965
7510,korea,25,chalermkrung,1,0,0,583823
7511,lumpini,59,social,35,siam,20,4214439
7512,sinthorn,223,silom,8,social,6,582851
7513,blueplanet,25,sinthorn,5,gallery,3,4059342
7514,supachalasai,39,korea,6,tvshow,2,2007736
7515,ratchada,19,blueplanet,6,wahkor,4,301619
7516,wahkor,22,social,22,siam,8,633263
7517,siliconvalley,17,wahkor,17,food,11,290923
7518,tvshow,72,jatujak,21,social,14,291872
7519,ratchada,34,home,18,cartoon,13,651399
7520,bangrak,6,silom,1,sinthorn,1,4672768
7521,supachalasai,55,beauty,32,siam,6,2133419
7522,social,16,sinthorn,8,wahkor,7,4034831
7523,korea,36,chalermkrung,1,siam,1,4031115
7524,tvshow,11,beauty,4,region,1,569321
7525,wahkor,23,library,13,religious,12,569334
7526,tvshow,59,social,6,pantip,5,211651
7527,wahkor,43,tvshow,15,library,8,151819
7528,siam,29,social,26,silom,24,655586
7529,korea,51,food,20,beauty,14,2634621
7530,supachalasai,38,sinthorn,3,tvshow,3,653000
7531,food,20,mbk,17,blueplanet,5,572157
7532,korea,368,silom,22,isolate,20,150970
7533,supachalasai,57,0,0,0,0,645343
7534,tvshow,29,wahkor,12,region,9,644663
7535,chalermkrung,34,siam,25,social,18,4672818
7536,cartoon,36,gadget,23,camera,17,150887
7537,korea,85,chalermthai,15,chalermkrung,6,642799
7538,chalermthai,33,tvshow,27,silom,6,10991
7539,tvshow,167,home,12,family,10,151079
7540,tvshow,36,isolate,14,chalermthai,13,302812
7541,supachalasai,93,social,20,cartoon,19,648305
7542,cartoon,11,chalermkrung,4,wahkor,3,4230347
7543,cartoon,11,siam,10,social,6,4675218
7544,korea,36,food,8,chalermkrung,4,4227726
7545,social,10,blueplanet,7,wahkor,6,1985767
7546,silom,24,chalermthai,18,social,13,646971
7547,food,41,ratchada,27,social,16,628627
7548,social,73,home,46,ratchada,32,273622
7549,sinthorn,113,social,9,silom,8,608873
7550,mbk,14,ratchada,3,camera,2,2084273
7551,bangrak,23,siam,9,isolate,7,610320
7552,siam,18,writer,12,social,11,610036
7553,wahkor,56,library,55,chalermthai,37,4131414
7554,siam,6,bangrak,5,siliconvalley,5,4139651
7555,supachalasai,57,wahkor,22,library,11,2682763
7556,blueplanet,29,gallery,8,region,8,596252
7557,sinthorn,30,home,9,tvshow,3,295899
7558,korea,69,chalermkrung,11,tvshow,1,2064013
7559,tvshow,27,pantip,1,0,0,4184856
7560,korea,33,supachalasai,5,chalermkrung,1,4143574
7561,tvshow,30,food,4,beauty,3,593916
7562,library,7,siliconvalley,5,food,5,191925
7563,tvshow,31,korea,1,pantip,1,613943
7564,siam,148,bangrak,130,social,26,4621999
7565,blueplanet,12,sinthorn,12,home,8,209361
7566,sinthorn,117,silom,15,social,11,295020
7567,siliconvalley,10,jatujak,1,siam,1,612640
7568,korea,45,chalermkrung,2,isolate,1,4120148
7569,siam,35,bangrak,19,tvshow,19,593705
7570,korea,293,tvshow,50,chalermkrung,28,606473
7571,supachalasai,72,tvshow,8,lumpini,3,7704
7572,chalermkrung,20,bangrak,11,isolate,8,602923
7573,supachalasai,26,tvshow,4,social,4,2669993
7574,korea,41,cartoon,9,tvshow,6,602014
7575,isolate,87,wahkor,12,chalermkrung,10,192360
7576,korea,60,mbk,34,chalermkrung,3,601090
7577,supachalasai,52,sinthorn,36,chalermkrung,23,600888
7578,isolate,38,chalermkrung,15,supachalasai,8,4166951
7579,lumpini,7,beauty,4,mbk,3,600070
7580,wahkor,48,tvshow,44,social,30,2663563
7581,sinthorn,17,camera,13,jatujak,8,8250
7582,blueplanet,5,wahkor,1,0,0,605636
7583,supachalasai,55,tvshow,10,cartoon,7,296452
7584,blueplanet,9,family,7,siam,5,148593
7585,wahkor,52,mbk,33,sinthorn,20,624063
7586,chalermthai,23,library,19,jatujak,12,292554
7587,korea,26,beauty,14,tvshow,7,209848
7588,family,7,supachalasai,2,ratchada,1,208144
7589,food,21,family,10,bangrak,7,622425
7590,tvshow,28,beauty,4,chalermkrung,3,624642
7591,supachalasai,28,camera,16,chalermthai,11,588043
7592,bangrak,38,siam,22,food,4,2099996
7593,food,134,tvshow,103,supachalasai,97,626492
7594,bangrak,34,silom,28,library,3,4204973
7595,tvshow,9,isolate,5,bangrak,5,4619974
7596,wahkor,15,religious,15,library,12,144091
7597,supachalasai,140,blueplanet,93,tvshow,44,4624005
7598,ratchada,15,social,2,home,1,4665411
7599,wahkor,7,home,6,jatujak,6,2692247
7600,beauty,21,silom,17,lumpini,6,621095
7601,supachalasai,31,isolate,26,ratchada,21,144283
7602,tvshow,25,social,21,silom,17,4194952
7603,bangrak,46,beauty,35,siam,33,616186
7604,korea,80,supachalasai,79,lumpini,76,2040396
7605,tvshow,105,pantip,4,supachalasai,4,299850
7606,jatujak,38,bangrak,18,blueplanet,15,618553
7607,supachalasai,63,chalermthai,10,0,0,618620
7608,chalermthai,53,home,36,mbk,25,589628
7609,chalermthai,57,sinthorn,22,wahkor,6,589869
7610,ratchada,36,rajdumnern,32,wahkor,22,293312
7611,sinthorn,111,silom,9,ratchada,8,620070
7612,siliconvalley,14,social,10,wahkor,9,590684
7613,tvshow,17,supachalasai,10,chalermthai,7,209765
7614,supachalasai,64,tvshow,9,silom,6,4619943
7615,bangrak,167,siam,77,social,14,4296815
7616,supachalasai,26,food,18,social,16,700733
7617,cartoon,73,chalermthai,26,wahkor,20,4614379
7618,korea,38,klaibann,6,chalermkrung,2,2174732
7619,supachalasai,19,isolate,16,chalermkrung,9,1913422
7620,siam,8,social,7,religious,7,3900948
7621,home,10,wahkor,10,korea,10,702198
7622,tvshow,114,sinthorn,15,siam,7,702126
7623,religious,23,chalermthai,17,supachalasai,6,702108
7624,korea,92,tvshow,16,chalermkrung,8,189555
7625,sinthorn,107,silom,13,social,10,4298158
7626,sinthorn,31,supachalasai,14,social,14,140185
7627,tvshow,34,region,25,wahkor,18,684956
7628,food,24,mbk,2,siliconvalley,2,154890
7629,blueplanet,56,region,10,food,9,3931079
7630,tvshow,67,supachalasai,43,rajdumnern,28,4285049
7631,cartoon,9,bangrak,7,tvshow,6,2783902
7632,korea,50,chalermkrung,8,sinthorn,2,4288769
7633,korea,92,isolate,6,food,5,4614785
7634,isolate,30,chalermkrung,17,chalermthai,3,213387
7635,tvshow,56,isolate,2,mbk,1,2174304
7636,supachalasai,57,tvshow,27,region,9,688792
7637,sinthorn,105,bangrak,102,siam,53,4289738
7638,tvshow,11,lumpini,2,family,1,688370
7639,wahkor,28,chalermthai,21,tvshow,15,3922125
7640,wahkor,14,tvshow,13,chalermthai,8,309139
7641,region,25,isolate,20,social,19,205973
7642,family,51,tvshow,38,bangrak,25,712547
7643,sinthorn,17,wahkor,8,supachalasai,3,712672
7644,korea,16,isolate,10,cartoon,9,3861904
7645,ratchada,72,siliconvalley,25,social,9,529720
7646,cartoon,24,mbk,23,siliconvalley,10,714344
7647,wahkor,49,cartoon,41,library,27,719036
7648,tvshow,4,wahkor,1,jatujak,1,214450
7649,tvshow,31,siliconvalley,30,isolate,30,716559
7650,tvshow,73,supachalasai,31,region,20,716052
7651,tvshow,96,mbk,7,siliconvalley,7,703078
7652,isolate,87,chalermkrung,27,korea,19,1905920
7653,sinthorn,52,silom,29,bangrak,27,4306794
7654,isolate,26,silom,20,klaibann,18,4612708
7655,lumpini,11,home,8,social,6,3897057
7656,social,45,tvshow,35,beauty,31,535358
7657,tvshow,21,silom,10,library,9,703222
7658,blueplanet,28,supachalasai,23,home,19,705312
7659,ratchada,68,silom,23,social,13,156315
7660,korea,17,social,17,food,16,2804772
7661,korea,16,supachalasai,5,chalermkrung,3,3876930
7662,silom,92,social,22,ratchada,10,2802619
7663,korea,51,isolate,7,tvshow,3,4310356
7664,chalermkrung,65,korea,3,mbk,2,2187203
7665,bangrak,26,siam,24,siliconvalley,7,4675525
7666,cartoon,18,siliconvalley,15,isolate,8,682244
7667,beauty,25,tvshow,21,wahkor,18,666341
7668,chalermthai,18,blueplanet,15,food,10,152810
7669,tvshow,107,wahkor,83,region,82,3989268
7670,tvshow,15,jatujak,13,social,12,666009
7671,siam,11,home,10,library,7,2147412
7672,rajdumnern,98,library,10,wahkor,10,3995258
7673,korea,37,isolate,16,0,0,284135
7674,supachalasai,32,social,6,blueplanet,5,152869
7675,cartoon,89,wahkor,6,chalermthai,6,667506
7676,sinthorn,93,ratchada,9,social,6,667555
7677,korea,73,chalermkrung,4,tvshow,1,4263264
7678,korea,47,supachalasai,16,klaibann,11,306319
7679,social,20,tvshow,17,bangrak,10,4260345
7680,supachalasai,26,silom,1,chalermthai,1,3980678
7681,cartoon,73,siliconvalley,18,chalermthai,11,4259228
7682,ratchada,15,supachalasai,14,cartoon,6,152891
7683,korea,128,chalermkrung,7,pantip,7,566734
7684,blueplanet,31,klaibann,28,tvshow,7,4249694
7685,tvshow,29,pantip,1,mbk,1,567943
7686,sinthorn,110,home,64,rajdumnern,22,4016866
7687,supachalasai,23,cartoon,8,siliconvalley,3,658361
7688,korea,10,chalermkrung,8,pantip,3,4675296
7689,tvshow,55,supachalasai,36,ratchada,21,304354
7690,mbk,18,ratchada,14,wahkor,13,568580
7691,supachalasai,16,wahkor,14,blueplanet,10,566580
7692,korea,58,blueplanet,3,food,3,4675311
7693,supachalasai,53,blueplanet,39,sinthorn,20,660785
7694,chalermthai,22,siam,5,wahkor,3,152354
7695,wahkor,43,library,10,siliconvalley,7,152498
7696,mbk,17,home,14,ratchada,5,663929
7697,tvshow,22,pantip,1,beauty,1,4005532
7698,tvshow,78,pantip,2,beauty,2,663459
7699,isolate,72,korea,50,chalermkrung,26,4251351
7700,food,60,ratchada,9,social,8,206852
7701,food,4,home,4,isolate,1,670122
7702,supachalasai,22,0,0,0,0,559103
7703,korea,16,tvshow,5,chalermthai,3,678338
7704,tvshow,47,mbk,22,social,10,677958
7705,siam,17,lumpini,16,social,5,4675419
7706,tvshow,37,social,9,region,8,280721
7707,silom,29,social,15,tvshow,9,551550
7708,tvshow,13,wahkor,4,supachalasai,2,676840
7709,isolate,90,chalermkrung,23,tvshow,7,3951622
7710,food,123,tvshow,53,wahkor,40,678741
7711,chalermthai,24,cartoon,11,siliconvalley,5,545097
7712,wahkor,7,chalermthai,6,supachalasai,6,547233
7713,korea,31,blueplanet,9,mbk,9,680058
7714,sinthorn,175,supachalasai,34,chalermthai,9,548012
7715,chalermkrung,20,beauty,3,jatujak,2,3967185
7716,siam,25,social,22,isolate,9,2622543
7717,cartoon,26,chalermthai,3,tvshow,1,3968910
7718,korea,31,chalermkrung,15,tvshow,11,556735
7719,tvshow,48,chalermkrung,28,korea,23,2625838
7720,food,10,social,8,mbk,8,557386
7721,chalermthai,43,cartoon,8,siam,4,670587
7722,home,16,sinthorn,14,tvshow,6,4264294
7723,lumpini,6,beauty,6,tvshow,3,2627310
7724,tvshow,65,siliconvalley,6,region,5,1944270
7725,social,28,lumpini,16,tvshow,13,552667
7726,korea,183,siliconvalley,28,gadget,26,552893
7727,supachalasai,14,wahkor,9,chalermkrung,7,553490
7728,blueplanet,101,tvshow,88,social,61,4616041
7729,blueplanet,39,tvshow,21,klaibann,14,553893
7730,isolate,109,chalermkrung,26,tvshow,3,3964768
7731,isolate,133,chalermkrung,26,wahkor,3,4427996
7732,supachalasai,100,tvshow,9,beauty,6,239635
7733,korea,46,gadget,5,cartoon,4,1190711
7734,tvshow,71,food,9,social,9,386984
