,0,1,2,3,4,5,mid
6724,horoscope,51,chalermkrung,5,religious,5,611994
6725,home,21,siliconvalley,2,food,1,4423885
6726,korea,19,tvshow,14,chalermkrung,4,612530
6727,family,22,siam,19,tvshow,17,612914
6728,sinthorn,136,library,2,region,1,4118972
6729,sinthorn,50,food,2,siam,1,4116510
6730,food,16,tvshow,14,theoldsiam,9,79972
6731,silom,56,klaibann,8,siam,3,4114634
6732,sinthorn,151,home,15,library,10,458749
6733,supachalasai,99,0,0,0,0,322456
6734,tvshow,53,blueplanet,6,camera,4,147872
6735,ratchada,16,camera,15,social,6,615151
6736,supachalasai,23,library,20,rajdumnern,10,322845
6737,supachalasai,67,isolate,38,chalermkrung,13,615548
6738,tvshow,14,chalermkrung,7,mbk,4,605528
6739,mbk,23,tvshow,3,siliconvalley,3,461522
6740,tvshow,37,food,14,beauty,6,604496
6741,social,21,sinthorn,19,silom,9,604439
6742,tvshow,172,pantip,7,region,7,299647
6743,lumpini,25,library,25,tvshow,16,469539
6744,bangrak,22,beauty,12,siam,11,299541
6745,isolate,27,cartoon,13,sinthorn,13,80482
6746,blueplanet,44,home,26,klaibann,18,144629
6747,sinthorn,14,social,14,ratchada,11,4674600
6748,horoscope,36,food,27,bangrak,18,118101
6749,isolate,40,chalermkrung,4,family,2,4674581
6750,sinthorn,92,silom,2,social,1,595879
6751,beauty,18,bangrak,9,siam,8,4183434
6752,korea,23,home,2,gadget,2,4412895
6753,tvshow,26,lumpini,14,siam,9,4413226
6754,blueplanet,17,ratchada,11,siliconvalley,10,597890
6755,bangrak,15,siam,11,silom,1,4176835
6756,blueplanet,20,social,13,jatujak,12,2817
6757,supachalasai,24,isolate,1,writer,1,599173
6758,social,22,lumpini,17,silom,16,4175255
6759,wahkor,67,library,10,siliconvalley,8,145543
6760,siam,32,horoscope,19,bangrak,18,4621284
6761,klaibann,17,library,17,siam,17,4676458
6762,korea,83,beauty,6,blueplanet,3,463653
6763,siliconvalley,11,jatujak,1,cartoon,1,4152216
6764,tvshow,47,social,46,ratchada,24,559673
6765,wahkor,34,isolate,7,chalermthai,6,317841
6766,family,13,food,9,lumpini,3,514632
6767,bangrak,5,theoldsiam,2,siam,1,4610008
6768,isolate,58,chalermkrung,21,tvshow,3,4374996
6769,sinthorn,39,ratchada,14,mbk,14,516386
6770,korea,44,supachalasai,36,tvshow,2,84514
6771,rajdumnern,11,silom,1,library,1,4675908
6772,isolate,74,chalermkrung,14,chalermthai,5,4344139
6773,ratchada,41,food,36,social,19,4339952
6774,tvshow,57,ratchada,30,social,15,518778
6775,sinthorn,45,cartoon,39,rajdumnern,7,312909
6776,supachalasai,44,tvshow,10,social,8,519571
6777,klaibann,27,silom,21,sinthorn,16,520315
6778,supachalasai,14,mbk,3,0,0,522293
6779,sinthorn,62,tvshow,12,mbk,9,120490
6780,religious,12,blueplanet,6,food,3,126947
6781,supachalasai,70,mbk,43,social,4,126953
6782,home,26,siliconvalley,4,wahkor,4,4203
6783,supachalasai,40,chalermthai,12,tvshow,7,127081
6784,food,24,home,11,social,11,525157
6785,korea,25,isolate,3,0,0,525528
6786,chalermthai,9,siliconvalley,9,cartoon,2,4329555
6787,religious,62,silom,18,horoscope,14,4328698
6788,sinthorn,152,social,3,theoldsiam,3,4612096
6789,bangrak,12,siam,11,0,0,4384361
6790,chalermthai,14,cartoon,3,blueplanet,1,127658
6791,sinthorn,57,horoscope,11,beauty,4,512876
6792,mbk,23,social,16,supachalasai,13,512725
6793,sinthorn,57,korea,13,silom,9,494568
6794,isolate,23,chalermkrung,10,supachalasai,7,317003
6795,mbk,10,home,9,food,4,495509
6796,tvshow,87,horoscope,23,food,21,496173
6797,mbk,30,sinthorn,24,isolate,22,316397
6798,social,7,isolate,2,pantip,1,4676129
6799,isolate,45,chalermkrung,14,home,4,4608524
6800,silom,13,social,8,blueplanet,7,500009
6801,tvshow,39,ratchada,5,supachalasai,5,501210
6802,tvshow,132,beauty,9,food,5,315689
6803,food,21,home,2,beauty,2,503798
6804,isolate,80,supachalasai,20,chalermkrung,16,505106
6805,supachalasai,52,tvshow,14,family,10,493766
6806,horoscope,88,silom,14,social,11,4359199
6807,cartoon,93,food,29,wahkor,29,506561
6808,blueplanet,15,home,12,region,8,506812
6809,tvshow,22,blueplanet,22,social,7,314910
6810,siliconvalley,20,tvshow,5,pantip,5,507472
6811,korea,52,blueplanet,18,mbk,15,493068
6812,social,89,sinthorn,49,home,38,314534
6813,korea,28,blueplanet,5,silom,5,492873
6814,ratchada,6,isolate,3,0,0,4675973
6815,blueplanet,20,chalermthai,15,klaibann,10,4351528
6816,siam,83,beauty,75,bangrak,71,511523
6817,isolate,28,chalermkrung,23,camera,8,511693
6818,cartoon,2,social,1,pantip,1,4675822
6819,home,19,family,17,social,5,4675820
6820,sinthorn,22,social,20,ratchada,13,541853
6821,silom,30,food,20,sinthorn,13,542767
6822,blueplanet,31,region,20,ratchada,10,543367
6823,ratchada,15,blueplanet,2,mbk,2,4284981
6824,tvshow,26,beauty,11,bangrak,6,548081
6825,sinthorn,42,silom,4,social,3,4282427
6826,mbk,7,0,0,0,0,548531
6827,sinthorn,28,blueplanet,7,lumpini,6,318908
6828,korea,126,tvshow,29,wahkor,13,548949
6829,cartoon,16,korea,9,library,2,4606702
6830,social,13,silom,9,home,6,550926
6831,tvshow,63,food,21,isolate,10,4391830
6832,supachalasai,39,isolate,3,tvshow,2,551653
6833,tvshow,51,supachalasai,28,region,3,552004
6834,religious,23,wahkor,7,horoscope,2,553516
6835,tvshow,16,0,0,0,0,307309
6836,siliconvalley,201,food,148,klaibann,139,307113
6837,ratchada,24,blueplanet,22,pantip,7,555403
6838,sinthorn,48,mbk,24,silom,8,555790
6839,isolate,129,blueplanet,34,chalermkrung,22,556348
6840,sinthorn,27,mbk,12,social,10,557105
6841,siliconvalley,17,cartoon,12,social,12,5213
6842,bangrak,12,home,5,siam,3,557396
6843,sinthorn,61,blueplanet,33,klaibann,17,541119
6844,rajdumnern,35,siam,10,lumpini,7,309391
6845,sinthorn,77,food,26,home,23,487972
6846,silom,54,food,47,social,38,540222
6847,tvshow,50,isolate,5,chalermkrung,1,528781
6848,writer,8,silom,2,lumpini,1,4320339
6849,sinthorn,9,bangrak,7,beauty,6,530742
6850,chalermkrung,7,siliconvalley,7,cartoon,1,486714
6851,wahkor,29,lumpini,8,home,6,4675632
6852,siam,4,lumpini,3,chalermkrung,3,4310481
6853,ratchada,67,blueplanet,55,social,22,532293
6854,bangrak,49,chalermthai,47,siam,35,532425
6855,supachalasai,8,region,3,chalermkrung,2,532940
6856,library,21,tvshow,4,pantip,2,4612528
6857,supachalasai,47,blueplanet,4,lumpini,3,486467
6858,supachalasai,69,silom,15,social,10,318597
6859,supachalasai,44,isolate,1,tvshow,1,535391
6860,bangrak,45,siam,32,horoscope,1,4299682
6861,ratchada,49,chalermthai,21,social,16,484808
6862,sinthorn,35,silom,19,social,9,537654
6863,library,21,chalermthai,8,cartoon,1,4297696
6864,korea,10,beauty,9,isolate,2,4297385
6865,korea,36,isolate,12,beauty,5,538915
6866,tvshow,69,wahkor,60,library,59,4296641
6867,sinthorn,37,blueplanet,20,supachalasai,13,130353
6868,tvshow,35,bangrak,9,siam,7,483619
6869,supachalasai,34,wahkor,26,tvshow,9,130591
6870,korea,87,isolate,14,chalermkrung,13,615564
6871,tvshow,32,sinthorn,3,chalermkrung,2,615749
6872,bangrak,18,siam,11,social,3,3753620
6873,isolate,22,mbk,13,cartoon,4,3915113
6874,bangrak,20,social,13,siam,8,689539
6875,horoscope,6,siliconvalley,1,siam,1,4671204
6876,supachalasai,60,tvshow,8,region,1,3913634
6877,korea,7,chalermkrung,3,klaibann,1,4453953
6878,tvshow,52,region,1,chalermkrung,1,3912225
6879,tvshow,10,greenzone,5,jatujak,5,277636
6880,supachalasai,26,klaibann,14,sinthorn,8,427225
6881,tvshow,22,korea,19,blueplanet,17,277434
6882,sinthorn,58,supachalasai,10,tvshow,10,155327
6883,social,15,sinthorn,11,silom,10,702261
6884,korea,13,library,1,blueplanet,1,3895976
6885,supachalasai,9,pantip,2,korea,1,426409
6886,social,17,lumpini,6,home,6,3888890
6887,siliconvalley,19,wahkor,11,ratchada,7,422898
6888,blueplanet,11,social,10,siam,8,704295
6889,wahkor,78,silom,14,cartoon,13,704516
6890,isolate,36,korea,8,tvshow,5,704775
6891,isolate,36,korea,6,chalermkrung,3,4632818
6892,korea,99,isolate,13,chalermkrung,7,327279
6893,mbk,55,supachalasai,54,beauty,42,155891
6894,blueplanet,25,gallery,11,home,10,705438
6895,sinthorn,119,social,15,silom,8,424542
6896,lumpini,33,supachalasai,24,beauty,5,4456964
6897,writer,465,chalermkrung,109,library,91,3875943
6898,sinthorn,148,silom,16,supachalasai,13,706296
6899,mbk,26,siliconvalley,6,food,5,3919514
6900,isolate,29,tvshow,16,food,10,427898
6901,tvshow,7,social,7,home,6,281427
6902,tvshow,67,blueplanet,66,beauty,10,675468
6903,tvshow,45,library,11,rajdumnern,8,677325
6904,social,21,home,15,silom,12,677764
6905,ratchada,116,social,7,home,6,430182
6906,mbk,14,isolate,8,siliconvalley,1,153792
6907,korea,8,isolate,5,library,4,4451083
6908,korea,15,tvshow,14,jatujak,2,429219
6909,social,14,food,8,sinthorn,7,3931707
6910,food,19,home,16,silom,9,428912
6911,blueplanet,19,ratchada,19,sinthorn,12,428191
6912,sinthorn,24,home,11,social,11,279176
6913,family,15,jatujak,4,social,2,683557
6914,blueplanet,89,klaibann,48,ratchada,47,683614
6915,sinthorn,42,home,35,social,9,4671800
6916,supachalasai,68,wahkor,14,blueplanet,10,154383
6917,ratchada,34,sinthorn,17,home,16,278684
6918,tvshow,3,bangrak,3,silom,3,428133
6919,supachalasai,60,lumpini,6,beauty,2,687863
6920,horoscope,15,siam,10,bangrak,7,688528
6921,isolate,27,chalermkrung,27,silom,13,15686
6922,bangrak,25,siam,13,social,2,3873866
6923,tvshow,24,library,9,home,3,4623730
6924,cartoon,19,isolate,2,ratchada,1,4463093
6925,cartoon,16,siliconvalley,8,library,8,272224
6926,wahkor,14,religious,3,library,3,3831125
6927,korea,131,chalermkrung,14,tvshow,8,727451
6928,ratchada,29,social,25,family,3,3820657
6929,supachalasai,51,tvshow,2,religious,1,728317
6930,supachalasai,47,lumpini,15,library,4,729071
6931,isolate,29,chalermkrung,6,korea,6,271663
6932,isolate,34,chalermkrung,8,korea,6,732355
6933,blueplanet,8,0,0,0,0,733281
6934,camera,38,cartoon,17,mbk,15,734173
6935,sinthorn,35,social,13,silom,7,737214
6936,bangrak,44,siam,24,social,7,4463940
6937,cartoon,22,isolate,17,chalermkrung,9,275166
6938,sinthorn,79,silom,10,wahkor,7,739249
6939,korea,78,supachalasai,4,chalermkrung,2,3791626
6940,tvshow,65,writer,29,library,28,3789788
6941,supachalasai,34,wahkor,25,social,7,328525
6942,tvshow,45,isolate,30,chalermkrung,29,415569
6943,blueplanet,15,social,12,tvshow,8,3770051
6944,supachalasai,57,wahkor,20,library,9,415216
6945,supachalasai,81,chalermthai,25,tvshow,12,751525
6946,siam,5,social,2,isolate,2,4670487
6947,ratchada,25,supachalasai,24,social,3,159543
6948,sinthorn,20,ratchada,10,beauty,5,756048
6949,sinthorn,8,food,7,wahkor,7,268450
6950,sinthorn,12,silom,9,blueplanet,6,726070
6951,supachalasai,113,ratchada,43,mbk,19,724289
6952,jatujak,68,blueplanet,41,food,31,723489
6953,sinthorn,59,isolate,37,supachalasai,34,707866
6954,bangrak,13,siam,2,social,2,4677000
6955,blueplanet,29,siliconvalley,9,supachalasai,7,708051
6956,tvshow,11,food,2,library,1,708454
6957,tvshow,12,chalermthai,5,sinthorn,4,3871348
6958,tvshow,51,beauty,3,korea,1,421996
6959,klaibann,107,siam,93,blueplanet,45,4458891
6960,siliconvalley,46,cartoon,44,chalermthai,29,712793
6961,mbk,67,siliconvalley,14,wahkor,8,713256
6962,tvshow,5,chalermkrung,4,social,2,4459455
6963,library,47,siam,21,social,15,715280
6964,tvshow,33,korea,11,chalermkrung,10,715717
6965,blueplanet,154,region,46,klaibann,14,273783
6966,korea,44,isolate,4,chalermkrung,3,718487
6967,home,41,sinthorn,23,social,16,719712
6968,bangrak,14,social,3,food,2,3850099
6969,social,28,food,22,wahkor,19,273186
6970,tvshow,21,pantip,1,0,0,721043
6971,supachalasai,22,sinthorn,21,silom,18,721427
6972,ratchada,48,social,13,sinthorn,8,722332
6973,bangrak,39,siam,33,isolate,10,3842039
6974,korea,67,isolate,12,chalermkrung,11,272871
6975,sinthorn,59,silom,8,social,4,157411
6976,food,16,blueplanet,6,region,6,675145
6977,sinthorn,57,home,19,silom,14,281701
6978,religious,14,siam,5,home,5,632603
6979,lumpini,9,beauty,8,supachalasai,5,632639
6980,wahkor,17,blueplanet,4,library,3,115445
6981,supachalasai,53,cartoon,14,tvshow,6,4063927
6982,wahkor,85,library,23,siam,16,149730
6983,blueplanet,34,social,4,camera,4,633313
6984,klaibann,70,supachalasai,17,social,15,4059970
6985,bangrak,53,siam,25,tvshow,9,633937
6986,supachalasai,29,home,15,ratchada,14,290498
6987,supachalasai,66,wahkor,30,tvshow,25,635267
6988,chalermthai,5,social,3,pantip,3,150012
6989,silom,5,sinthorn,4,social,4,4058606
6990,tvshow,57,beauty,7,social,3,636522
6991,bangrak,4,horoscope,2,mbk,1,4057304
6992,horoscope,8,pantip,1,supachalasai,1,452528
6993,siliconvalley,14,food,3,silom,2,639458
6994,supachalasai,25,chalermkrung,4,siam,2,639987
6995,camera,32,gallery,2,mbk,1,640408
6996,tvshow,30,jatujak,12,lumpini,4,640689
6997,supachalasai,46,blueplanet,12,klaibann,12,4051861
6998,wahkor,61,tvshow,41,region,31,289476
6999,korea,11,chalermkrung,2,siliconvalley,2,642936
7000,food,17,0,0,0,0,643390
7001,supachalasai,25,blueplanet,4,tvshow,4,450656
7002,supachalasai,20,siliconvalley,7,ratchada,5,288229
7003,blueplanet,14,bangrak,11,tvshow,11,631410
7004,beauty,22,family,4,social,1,4068327
7005,siliconvalley,32,cartoon,28,tvshow,27,453784
7006,beauty,36,siam,8,bangrak,7,616988
7007,library,4,wahkor,3,siam,3,4095848
7008,sinthorn,24,religious,12,lumpini,3,293742
7009,sinthorn,32,mbk,8,siliconvalley,3,617854
7010,food,39,family,24,blueplanet,14,455220
7011,supachalasai,55,tvshow,20,korea,9,454613
7012,social,17,mbk,13,silom,11,4624020
7013,silom,4,social,4,sinthorn,3,293151
7014,wahkor,13,ratchada,9,library,7,621689
7015,blueplanet,37,food,12,gallery,9,621748
7016,chalermthai,37,tvshow,5,wahkor,2,4090352
7017,sinthorn,27,tvshow,14,social,4,625382
7018,rajdumnern,365,social,9,library,9,148976
7019,tvshow,240,wahkor,75,region,71,149066
7020,ratchada,99,supachalasai,71,social,21,292123
7021,tvshow,13,food,13,blueplanet,5,454218
7022,siliconvalley,22,food,11,social,10,453829
7023,korea,49,tvshow,9,social,8,628547
7024,korea,52,tvshow,7,chalermkrung,4,4072005
7025,korea,138,chalermkrung,8,tvshow,8,630489
7026,bangrak,13,blueplanet,8,ratchada,1,4433654
7027,cartoon,197,siliconvalley,24,chalermthai,13,4037527
7028,wahkor,71,cartoon,67,blueplanet,27,151302
7029,siliconvalley,19,mbk,18,social,16,4012391
7030,sinthorn,13,social,2,isolate,1,285240
7031,korea,47,chalermkrung,6,tvshow,2,4011877
7032,supachalasai,14,wahkor,11,blueplanet,9,113122
7033,wahkor,50,tvshow,46,region,31,285043
7034,tvshow,10,supachalasai,9,beauty,3,661225
7035,home,57,sinthorn,51,silom,12,661273
7036,religious,17,home,4,gadget,2,284797
7037,supachalasai,60,wahkor,24,ratchada,18,437301
7038,ratchada,12,beauty,10,lumpini,7,436475
7039,blueplanet,47,region,5,gallery,4,4628149
7040,home,35,tvshow,25,gadget,11,2441
7041,home,9,jatujak,7,greenzone,5,666568
7042,social,115,ratchada,47,siliconvalley,40,667571
7043,tvshow,47,food,20,home,9,667722
7044,supachalasai,58,tvshow,5,siliconvalley,1,4444005
7045,wahkor,38,library,7,supachalasai,7,3978801
7046,supachalasai,42,isolate,3,religious,1,434370
7047,sinthorn,31,food,11,lumpini,10,669869
7048,food,10,tvshow,5,supachalasai,4,669961
7049,bangrak,36,siam,15,sinthorn,13,112495
7050,rajdumnern,25,tvshow,1,0,0,4444414
7051,siam,21,beauty,18,tvshow,15,671396
7052,ratchada,51,blueplanet,7,social,6,672070
7053,sinthorn,15,ratchada,5,social,5,13254
7054,blueplanet,32,siam,7,sinthorn,4,36836
7055,korea,54,food,34,tvshow,15,672942
7056,siam,19,bangrak,18,lumpini,3,4627944
7057,korea,48,siam,5,isolate,4,4013263
7058,siliconvalley,49,gadget,24,mbk,21,114646
7059,korea,15,isolate,15,0,0,4014130
7060,lumpini,18,social,11,siam,10,4434984
7061,food,26,ratchada,19,social,13,4436442
7062,supachalasai,113,lumpini,2,bangrak,1,4035048
7063,bangrak,13,siam,7,lumpini,5,4437110
7064,blueplanet,34,lumpini,9,beauty,8,447811
7065,social,42,lumpini,17,siam,14,649966
7066,wahkor,42,mbk,31,supachalasai,19,650514
7067,camera,20,isolate,9,ratchada,5,651246
7068,bangrak,39,siam,15,siliconvalley,6,651309
7069,library,15,siam,15,beauty,6,4438815
7070,korea,81,isolate,4,chalermkrung,2,4032168
7071,tvshow,31,korea,14,food,14,11465
7072,ratchada,12,sinthorn,12,siam,5,4676607
7073,food,28,tvshow,14,home,13,653950
7074,mbk,15,siliconvalley,3,jatujak,2,4026528
7075,siam,34,social,21,library,20,4024841
7076,wahkor,38,food,6,siam,5,655571
7077,sinthorn,12,isolate,5,silom,3,4021939
7078,sinthorn,43,silom,7,chalermthai,5,656536
7079,chalermkrung,58,silom,46,isolate,33,4676622
7080,ratchada,20,mbk,19,siliconvalley,18,658501
7081,silom,51,library,15,horoscope,13,152098
7082,cartoon,31,chalermthai,4,sinthorn,3,113128
7083,supachalasai,28,siam,21,bangrak,16,285418
7084,bangrak,9,horoscope,9,jatujak,1,3082611
7085,food,8,beauty,1,ratchada,1,785760
7086,horoscope,29,siam,2,library,1,2937260
7087,isolate,43,pantip,4,library,3,1799439
7088,tvshow,53,home,1,0,0,1955921
7089,home,23,silom,3,social,3,2933458
7090,tvshow,215,korea,5,supachalasai,4,2456240
7091,social,8,bangrak,4,lumpini,2,190386
7092,sinthorn,95,supachalasai,45,silom,15,202292
7093,siliconvalley,23,0,0,0,0,2146286
7094,supachalasai,40,pantip,1,tvshow,1,1958974
7095,horoscope,16,supachalasai,16,chalermthai,11,1678038
7096,chalermthai,18,cartoon,18,tvshow,1,1961234
7097,mbk,8,blueplanet,3,ratchada,2,2318663
7098,korea,178,chalermkrung,10,isolate,7,204472
7099,korea,69,chalermkrung,11,isolate,2,4667378
7100,home,18,jatujak,5,isolate,3,2743875
7101,korea,10,sinthorn,7,0,0,1575795
7102,lumpini,41,beauty,24,wahkor,19,211745
7103,bangrak,26,siam,18,social,5,2628983
7104,siliconvalley,11,food,8,blueplanet,5,2846291
7105,silom,17,sinthorn,7,home,6,1674795
7106,sinthorn,19,tvshow,18,wahkor,18,2456812
7107,library,8,siam,5,bangrak,4,2543273
7108,sinthorn,7,0,0,0,0,2545893
7109,siam,10,siliconvalley,2,0,0,2384064
7110,korea,145,food,10,pantip,6,1813394
7111,siliconvalley,7,religious,1,0,0,2148782
7112,social,4,0,0,0,0,2147636
7113,blueplanet,49,sinthorn,16,cartoon,8,1951518
7114,sinthorn,42,silom,21,social,12,2386603
7115,silom,7,library,4,wahkor,3,2844116
7116,korea,43,tvshow,27,beauty,20,2389168
7117,sinthorn,55,social,36,ratchada,7,1590364
7118,chalermkrung,18,isolate,17,korea,5,1589404
7119,korea,135,chalermkrung,5,library,2,3014821
7120,korea,40,siam,2,isolate,1,2457071
7121,supachalasai,66,chalermthai,11,social,3,2948739
7122,chalermthai,8,tvshow,2,0,0,2321329
7123,tvshow,37,chalermthai,31,mbk,7,3020227
7124,isolate,171,chalermkrung,19,cartoon,5,1955554
7125,wahkor,26,siliconvalley,5,library,4,2236975
7126,bangrak,20,siam,20,social,18,4666920
7127,ratchada,57,sinthorn,56,siliconvalley,8,1969165
7128,siliconvalley,30,home,16,social,12,2502012
7129,cartoon,9,mbk,9,chalermthai,8,2720957
7130,ratchada,54,social,25,wahkor,24,210927
7131,social,14,food,12,wahkor,11,210845
7132,wahkor,86,supachalasai,44,library,20,1997202
7133,ratchada,17,blueplanet,10,supachalasai,6,2119352
7134,isolate,20,cartoon,19,art,6,3055915
7135,tvshow,6,korea,4,library,3,1690103
7136,korea,45,beauty,2,tvshow,1,2000529
7137,ratchada,39,supachalasai,31,cartoon,22,2253560
7138,ratchada,167,home,57,sinthorn,47,220568
7139,blueplanet,72,cartoon,32,wahkor,16,207725
7140,horoscope,30,beauty,21,food,20,2713470
7141,korea,24,isolate,11,blueplanet,5,1691908
7142,korea,87,tvshow,22,blueplanet,14,2306752
7143,food,13,siam,5,social,4,1692170
7144,ratchada,33,supachalasai,31,home,7,191343
7145,siliconvalley,34,camera,31,0,0,2405952
7146,mbk,73,siliconvalley,14,gadget,14,2929640
7147,home,47,jatujak,10,silom,7,2738448
7148,supachalasai,33,tvshow,1,0,0,2313275
7149,korea,24,chalermkrung,5,silom,4,2240101
7150,isolate,43,chalermkrung,5,0,0,2134508
7151,supachalasai,9,tvshow,7,blueplanet,5,193157
7152,supachalasai,102,lumpini,47,beauty,15,1566947
7153,beauty,18,wahkor,13,lumpini,13,2540620
7154,mbk,16,sinthorn,13,silom,3,204146
7155,mbk,15,social,10,jatujak,7,211123
7156,blueplanet,20,gallery,6,theoldsiam,3,187760
7157,cartoon,31,mbk,16,siliconvalley,15,3048734
7158,korea,48,tvshow,14,social,4,2851792
7159,korea,70,home,5,tvshow,4,1558280
7160,social,15,bangrak,2,silom,1,2853096
7161,tvshow,17,social,5,library,4,2538794
7162,chalermthai,24,isolate,3,library,3,2758333
7163,bangrak,46,silom,37,food,28,2644161
7164,sinthorn,92,silom,22,home,14,205761
7165,camera,11,chalermkrung,1,0,0,2363035
7166,supachalasai,53,tvshow,7,chalermthai,5,1904716
7167,sinthorn,28,silom,1,wahkor,1,4666618
7168,tvshow,78,social,20,blueplanet,17,1907344
7169,lumpini,24,food,21,tvshow,11,2796196
7170,cartoon,20,chalermthai,14,mbk,5,213691
7171,tvshow,30,bangrak,24,social,16,215196
7172,siliconvalley,5,lumpini,4,chalermkrung,3,2585864
7173,supachalasai,71,ratchada,17,lumpini,6,189493
7174,sinthorn,42,mbk,8,silom,6,197428
7175,tvshow,27,food,23,social,15,4661939
7176,ratchada,69,silom,29,camera,27,184316
7177,korea,15,cartoon,3,blueplanet,2,2182354
7178,wahkor,10,isolate,10,library,8,2206822
7179,lumpini,18,region,6,sinthorn,5,4656418
7180,mbk,53,social,10,siliconvalley,3,2808263
7181,ratchada,22,klaibann,15,siliconvalley,12,223314
7182,siam,12,bangrak,8,tvshow,2,4666330
7183,supachalasai,48,tvshow,29,social,13,1887480
7184,tvshow,132,chalermkrung,5,chalermthai,5,201389
7185,cartoon,39,home,31,lumpini,11,2576284
7186,region,21,tvshow,15,sinthorn,10,1886335
7187,tvshow,33,pantip,3,chalermkrung,1,2477489
7188,horoscope,38,food,7,social,7,1893449
7189,cartoon,38,siliconvalley,9,chalermthai,7,2986921
7190,sinthorn,110,supachalasai,27,korea,6,4666490
7191,food,70,tvshow,60,family,45,2198628
7192,supachalasai,114,home,18,tvshow,18,188901
7193,mbk,9,isolate,4,0,0,1894028
7194,supachalasai,115,tvshow,18,chalermkrung,8,2199581
7195,ratchada,19,lumpini,14,social,12,2201022
7196,ratchada,19,social,3,pantip,2,4666508
7197,supachalasai,24,mbk,18,siliconvalley,14,197678
7198,supachalasai,20,tvshow,15,siam,2,183783
7199,blueplanet,21,ratchada,3,gallery,3,1840590
7200,ratchada,66,supachalasai,16,social,12,190038
7201,supachalasai,39,chalermthai,28,korea,22,1599942
7202,siliconvalley,10,silom,1,gallery,1,2224158
7203,lumpini,17,beauty,17,gadget,9,223813
7204,jatujak,11,lumpini,7,siam,6,1833413
7205,korea,232,chalermkrung,16,tvshow,14,2619205
7206,home,20,silom,2,siliconvalley,1,1595795
7207,camera,22,siliconvalley,9,blueplanet,7,1595577
7208,ratchada,17,social,10,silom,6,38726
7209,supachalasai,118,isolate,7,tvshow,3,223958
7210,isolate,32,library,12,silom,7,1933555
7211,siam,13,bangrak,13,0,0,2231453
7212,social,7,mbk,6,siliconvalley,6,185019
7213,wahkor,19,korea,16,tvshow,14,1941002
7214,social,117,rajdumnern,106,sinthorn,101,3004111
7215,supachalasai,155,tvshow,1,blueplanet,1,2825967
7216,library,82,wahkor,17,blueplanet,17,2218695
7217,supachalasai,29,tvshow,27,bangrak,4,4664100
7218,siam,10,isolate,9,home,4,2602289
7219,food,15,cartoon,6,chalermthai,4,223348
7220,rajdumnern,19,blueplanet,1,0,0,2999975
7221,blueplanet,21,food,5,klaibann,1,2214655
7222,mbk,64,ratchada,35,social,32,2788778
7223,sinthorn,144,mbk,3,siam,2,1604946
7224,korea,26,mbk,5,wahkor,2,1645263
7225,tvshow,152,isolate,6,pantip,6,2469164
7226,korea,66,family,2,region,1,2788256
7227,cartoon,7,isolate,4,library,2,2372866
7228,supachalasai,56,social,5,lumpini,4,2171334
7229,blueplanet,88,klaibann,16,food,11,1922147
7230,bangrak,65,tvshow,29,siam,23,2785593
7231,silom,28,beauty,10,korea,4,206276
7232,siam,14,bangrak,10,chalermkrung,10,2782197
7233,family,12,siam,10,social,5,3062134
7234,beauty,32,korea,14,lumpini,7,2238364
7235,klaibann,24,home,16,tvshow,13,203505
7236,mbk,7,library,3,lumpini,3,1701761
7237,siliconvalley,19,ratchada,1,art,1,1538972
7238,sinthorn,186,social,18,ratchada,17,2885820
7239,tvshow,42,food,9,social,4,2442679
7240,ratchada,46,chalermthai,24,bangrak,20,2094597
7241,sinthorn,22,home,9,horoscope,5,1754810
7242,beauty,28,tvshow,21,mbk,10,2919598
7243,siliconvalley,28,mbk,9,camera,2,1707773
7244,sinthorn,94,home,2,tvshow,2,2268391
7245,bangrak,20,social,10,blueplanet,8,2082785
7246,food,12,korea,7,chalermkrung,3,1703393
7247,rajdumnern,144,library,3,region,2,1734993
7248,family,24,mbk,7,lumpini,6,2027964
7249,siliconvalley,16,art,3,wahkor,2,2298863
7250,family,10,bangrak,2,supachalasai,2,2699412
7251,social,59,supachalasai,52,chalermthai,22,4661142
7252,tvshow,31,wahkor,30,region,30,199043
7253,supachalasai,31,pantip,1,0,0,2278391
7254,ratchada,59,supachalasai,5,sinthorn,3,2871852
7255,horoscope,58,beauty,22,chalermkrung,8,1517507
7256,bangrak,31,siam,24,social,4,2674489
7257,supachalasai,36,chalermthai,4,isolate,2,2651095
7258,blueplanet,26,ratchada,14,region,9,1748635
7259,tvshow,46,food,31,social,23,209253
7260,bangrak,13,siam,4,region,4,2083789
7261,sinthorn,4,social,4,tvshow,3,2526918
7262,blueplanet,26,gallery,3,klaibann,3,2293221
7263,cartoon,36,isolate,14,siam,12,2690602
7264,korea,24,0,0,0,0,2910580
7265,library,7,tvshow,1,0,0,2090485
7266,ratchada,16,supachalasai,6,gadget,4,2043948
7267,lumpini,10,siam,8,family,7,2870197
7268,social,12,cartoon,9,chalermthai,7,1727804
7269,isolate,30,social,2,bangrak,1,1759354
7270,siliconvalley,29,mbk,10,social,6,2083179
7271,tvshow,6,bangrak,3,wahkor,3,2526439
7272,chalermthai,57,cartoon,6,food,5,2528472
7273,ratchada,16,wahkor,15,supachalasai,12,2043057
7274,tvshow,27,social,2,food,2,2305279
7275,blueplanet,36,food,9,klaibann,5,2430492
